"article_id","article_version","last_updated","icd10_pcs_code_group","paragraph"
"56610","13","2023-11-06 15:53:06.327000000","1",""
"56611","15","2025-08-14 16:11:19.977000000","1",""
"56612","33","2025-08-20 18:07:58.540000000","1",""
"56613","17","2025-08-14 16:13:19.443000000","1",""
"56614","23","2025-04-09 14:26:15.103000000","1",""
"56615","36","2025-09-26 13:56:52.040000000","1",""
"56616","11","2024-12-13 15:16:30.810000000","1",""
"56617","25","2023-12-19 12:47:27.640000000","1",""
"56619","33","2025-08-20 14:53:39.653000000","1",""
"56621","26","2025-08-14 12:30:34.840000000","1",""
"56625","36","2025-08-19 15:00:56.533000000","1",""
"56631","19","2023-10-20 11:53:02.133000000","1",""
"56632","31","2025-08-14 17:16:05.260000000","1",""
"56633","47","2023-11-09 23:50:23.170000000","1",""
"56636","20","2025-10-22 18:51:30.480000000","1",""
"56638","37","2025-07-09 18:47:28.187000000","1",""
"56639","20","2025-08-14 13:23:36.937000000","1",""
"56641","18","2025-08-14 13:58:38.323000000","1",""
"56642","47","2025-07-09 18:46:28.797000000","1",""
"56644","29","2025-09-26 14:04:44.470000000","1",""
"56645","48","2024-10-18 13:49:41.547000000","1",""
"56646","23","2025-08-21 14:10:47.810000000","1",""
"56647","32","2023-11-09 23:51:50","1",""
"56648","19","2023-10-19 18:16:12.107000000","1",""
"56651","36","2023-11-09 11:41:10.703000000","1",""
"56653","15","2024-05-31 13:36:54.807000000","1",""
"56658","38","2025-11-10 12:57:00.297000000","1",""
"56666","19","2023-01-20 12:03:14.297000000","1",""
"56669","16","2024-07-23 15:40:32","1",""
"56670","58","2024-09-13 13:11:16.700000000","1",""
"56672","16","2024-10-18 12:45:49.793000000","1",""
"56673","14","2024-12-13 15:17:19.290000000","1",""
"56674","11","2025-04-09 14:28:58.433000000","1",""
"56675","25","2024-09-05 14:29:00.783000000","1",""
"56679","9","2024-08-22 14:02:02","1",""
"56680","44","2025-10-24 13:18:49.620000000","1",""
"56681","34","2023-11-09 11:38:02.863000000","1",""
"56682","49","2025-10-03 12:28:16.163000000","1",""
"56684","17","2025-09-12 14:35:09.823000000","1",""
"56685","17","2024-08-26 14:04:31.797000000","1",""
"56686","16","2024-12-17 17:34:19.747000000","1",""
"56690","17","2024-12-17 19:11:39.460000000","1",""
"56691","28","2025-08-14 13:49:01.397000000","1",""
"56692","18","2025-09-19 13:03:58.030000000","1",""
"56695","24","2025-08-25 13:18:59.297000000","1",""
"56696","35","2025-08-29 17:08:45.390000000","1",""
"56697","44","2025-10-31 21:11:16.607000000","1",""
"56703","17","2024-06-24 12:34:08.030000000","1",""
"56704","10","2022-03-04 13:36:36.370000000","1",""
"56717","31","2025-08-19 10:55:46.210000000","1",""
"56718","33","2025-08-25 13:33:07.003000000","1",""
"56722","23","2025-09-26 17:44:06.770000000","1",""
"56726","42","2025-09-16 20:15:36.130000000","1",""
"56727","21","2025-08-18 15:58:46.767000000","1",""
"56729","21","2025-08-25 14:13:16.373000000","1",""
"56730","23","2025-08-22 15:24:22.683000000","1",""
"56731","16","2023-12-27 19:22:56.587000000","1",""
"56732","15","2023-12-20 18:54:10.753000000","1",""
"56737","30","2024-09-18 13:08:04.550000000","1",""
"56743","25","2025-12-22 18:35:48.697000000","1",""
"56747","28","2025-07-10 20:15:48.197000000","1",""
"56748","29","2025-08-20 14:04:19.793000000","1",""
"56756","20","2023-11-03 14:52:04.717000000","1",""
"56758","61","2025-09-18 11:59:12.220000000","1",""
"56766","24","2025-09-17 16:21:02.110000000","1",""
"56767","28","2025-12-22 13:59:34.563000000","1",""
"56769","18","2025-08-14 15:14:16.023000000","1",""
"56771","25","2024-09-17 12:35:02.723000000","1",""
"56773","30","2025-09-26 13:57:38.917000000","1",""
"56774","22","2025-08-14 11:51:30.903000000","1",""
"56775","24","2025-08-25 13:56:09.830000000","1",""
"56777","12","2024-02-19 14:55:32.637000000","1",""
"56779","18","2025-09-18 12:10:36.090000000","1",""
"56781","36","2025-09-15 17:49:30.243000000","1",""
"56784","18","2024-08-12 15:21:11.450000000","1",""
"56786","67","2026-01-23 13:42:32.043000000","1",""
"56787","23","2023-09-21 18:53:52.450000000","1",""
"56792","11","2023-08-07 14:15:22.343000000","1",""
"56793","34","2025-08-01 18:16:49.250000000","1",""
"56795","34","2025-04-23 19:27:48.860000000","1",""
"56796","31","2026-01-23 13:44:56.310000000","1",""
"56797","17","2025-12-22 13:57:20.167000000","1",""
"56798","28","2025-07-29 15:17:55.207000000","1",""
"56799","29","2025-10-30 14:19:07.403000000","1",""
"56802","18","2025-09-26 22:16:17.200000000","1",""
"56805","41","2025-09-26 17:13:56.070000000","1",""
"56808","15","2025-09-26 22:12:16.493000000","1",""
"56809","20","2025-08-29 17:15:28.443000000","1",""
"56811","13","2025-09-19 13:08:35.983000000","1",""
"56816","15","2025-01-31 19:38:16.310000000","1",""
"56818","50","2025-08-22 12:14:26.350000000","1",""
"56823","19","2025-12-22 14:02:11.093000000","1",""
"56825","20","2025-08-14 15:48:50.707000000","1",""
"56827","16","2025-09-15 17:38:34.513000000","1",""
"56836","17","2025-04-30 17:13:13.330000000","1",""
"56837","17","2024-12-19 16:28:18.180000000","1",""
"56838","13","2024-05-21 14:16:40.237000000","1",""
"56841","18","2023-10-20 11:51:58.710000000","1",""
"56844","25","2025-09-17 16:48:39.440000000","1",""
"56845","11","2025-09-15 17:50:38.337000000","1",""
"56848","16","2025-01-24 13:54:22.793000000","1",""
"56850","32","2024-12-19 12:51:51.287000000","1",""
"56852","22","2025-08-13 19:37:59.067000000","1",""
"56853","97","2026-01-12 15:39:31.020000000","1",""
"56857","7","2021-06-30 12:24:42.643000000","1",""
"56863","14","2023-11-20 14:45:57.280000000","1",""
"56865","28","2024-09-19 20:58:15.570000000","1",""
"56866","18","2024-09-24 14:32:53.353000000","1",""
"56867","42","2025-10-17 13:05:27.540000000","1",""
"56868","30","2025-08-22 19:20:58.037000000","1",""
"56869","12","2024-12-17 20:18:35.443000000","1",""
"56870","7","2021-11-16 13:03:11.460000000","1",""
"56871","19","2024-12-16 20:11:02.077000000","1",""
"56872","10","2023-07-21 15:01:18.917000000","1",""
"56874","28","2024-12-19 16:40:08.773000000","1",""
"56875","11","2021-09-09 12:14:43.163000000","1",""
"56876","18","2023-12-28 16:40:58.780000000","1",""
"56881","10","2025-08-01 00:19:51.103000000","1",""
"56884","13","2023-11-08 17:11:56.907000000","1",""
"56885","14","2023-11-10 16:46:18.930000000","1",""
"56887","11","2023-11-15 12:11:45.763000000","1",""
"56898","15","2021-06-15 12:08:48.147000000","1",""
"56899","11","2024-10-31 13:10:46.880000000","1",""
"56900","23","2025-09-17 17:04:38.817000000","1",""
"56902","50","2026-01-22 20:17:24.250000000","1","<p>N/A</p>"
"56903","15","2025-06-18 17:23:39.063000000","1",""
"56905","20","2026-01-22 19:48:02.273000000","1",""
"56906","13","2022-06-20 12:58:59.460000000","1",""
"56907","24","2025-12-24 18:56:25.093000000","1",""
"56908","19","2025-12-24 17:44:45.247000000","1",""
"56910","9","2025-07-16 16:14:38.437000000","1",""
"56913","13","2023-07-07 13:48:57.563000000","1",""
"56914","19","2026-01-22 19:51:10.167000000","1",""
"56915","33","2026-01-22 20:13:25.003000000","1",""
"56916","31","2025-09-18 19:28:11.950000000","1",""
"56923","16","2023-01-20 12:08:35.480000000","1",""
"56924","11","2023-07-03 13:03:52.720000000","1",""
"56926","16","2025-07-31 18:55:04.857000000","1",""
"56929","15","2023-09-14 20:07:55.940000000","1",""
"56933","9","2022-10-10 12:44:24.143000000","1",""
"56937","42","2025-12-22 18:17:02.727000000","1",""
"56938","46","2022-01-14 13:50:48.260000000","1",""
"56940","11","2025-02-06 19:27:32.887000000","1",""
"56941","7","2021-10-07 11:42:28.967000000","1",""
"56943","17","2025-08-22 15:02:46.650000000","1",""
"56948","23","2025-08-18 19:13:33.290000000","1",""
"56952","50","2026-01-23 14:15:11.650000000","1",""
"56953","25","2022-01-14 13:57:32.403000000","1",""
"56954","5","2022-10-18 16:39:08.010000000","1",""
"56957","9","2021-12-22 16:14:23.930000000","1",""
"56961","18","2025-10-17 11:34:05.897000000","1",""
"56962","8","2021-09-09 12:21:17.093000000","1",""
"56963","12","2021-09-29 12:07:10.613000000","1",""
"56973","67","2026-01-12 13:13:52.200000000","1",""
"56980","12","2025-06-11 12:08:10.710000000","1",""
"56981","16","2023-11-08 18:29:32.520000000","1",""
"56982","15","2025-06-11 12:09:59.023000000","1",""
"56983","12","2024-08-14 19:41:57.140000000","1",""
"56985","15","2023-11-08 18:39:49.493000000","1",""
"56988","17","2025-11-26 22:42:01.770000000","1",""
"56989","11","2023-11-08 16:59:19.880000000","1",""
"56995","15","2024-02-28 14:33:00.527000000","1",""
"56997","18","2025-04-30 19:24:05.900000000","1",""
"56998","10","2023-11-15 12:09:43.413000000","1",""
"57020","5","2023-11-20 14:53:05.470000000","1",""
"57021","19","2024-01-29 16:47:57.780000000","1",""
"57024","15","2024-03-01 16:07:09.070000000","1",""
"57025","21","2025-01-24 13:58:49.850000000","1",""
"57029","10","2022-10-28 13:23:02.827000000","1",""
"57034","11","2024-11-08 16:17:10.480000000","1",""
"57037","24","2025-08-22 13:16:38.610000000","1",""
"57038","16","2025-08-29 17:00:59.757000000","1",""
"57039","9","2025-08-29 16:39:28.120000000","1",""
"57040","25","2025-07-29 15:15:00.887000000","1",""
"57041","20","2025-09-18 17:21:07.237000000","1",""
"57043","23","2025-09-18 18:06:38.540000000","1",""
"57044","21","2026-01-12 19:06:54.723000000","1",""
"57047","11","2023-12-29 17:47:55.470000000","1",""
"57049","12","2025-02-21 19:49:18.933000000","1",""
"57050","12","2025-03-28 21:09:08.063000000","1",""
"57052","17","2025-03-28 21:30:44.200000000","1",""
"57053","21","2025-03-28 21:33:23.570000000","1",""
"57054","11","2025-03-28 21:36:36.543000000","1",""
"57056","44","2025-10-03 12:29:24.960000000","1",""
"57060","11","2025-09-15 17:51:31.923000000","1",""
"57063","29","2025-09-26 17:19:13.163000000","1",""
"57064","9","2024-09-13 13:30:31.730000000","1","<p>N/A</p>"
"57065","30","2025-10-30 14:18:22.047000000","1",""
"57067","32","2025-11-20 15:17:11.917000000","1",""
"57068","16","2025-09-18 18:21:28.193000000","1",""
"57069","24","2026-01-08 13:04:38.597000000","1",""
"57070","15","2025-05-23 19:06:31.237000000","1",""
"57071","35","2025-10-30 14:17:32.437000000","1",""
"57072","17","2023-06-29 17:20:47.967000000","1",""
"57077","29","2024-10-18 13:54:50.790000000","1",""
"57079","13","2025-12-22 13:27:44.593000000","1",""
"57083","13","2025-11-14 12:34:06.927000000","1",""
"57084","14","2023-11-16 19:34:05.423000000","1",""
"57092","24","2025-10-09 13:05:38.690000000","1",""
"57100","46","2026-01-22 14:55:35.073000000","1",""
"57106","12","2024-01-23 20:39:59.437000000","1",""
"57110","17","2024-09-17 14:04:25.737000000","1",""
"57112","11","2024-06-18 13:50:35.750000000","1",""
"57113","44","2026-01-23 13:45:58.320000000","1",""
"57114","16","2026-01-23 13:49:43.627000000","1",""
"57115","10","2026-01-23 14:15:56.760000000","1",""
"57122","23","2025-12-12 14:46:48.227000000","1",""
"57123","61","2025-09-26 17:05:46.433000000","1",""
"57124","21","2024-09-04 13:31:04.217000000","1","<p>N/A</p>"
"57125","22","2024-10-18 13:43:39.687000000","1","<p>N/A</p>"
"57130","51","2025-09-26 13:58:31.257000000","1",""
"57132","19","2023-12-29 17:43:00.930000000","1",""
"57141","42","2025-12-17 17:42:09.640000000","1",""
"57145","32","2026-01-23 14:16:53.760000000","1",""
"57149","19","2025-12-12 13:10:11.800000000","1",""
"57155","15","2024-09-30 18:28:44.353000000","1",""
"57160","9","2025-02-25 17:39:09.893000000","1",""
"57161","22","2025-12-22 15:21:38.443000000","1",""
"57165","15","2025-10-27 17:47:50.500000000","1",""
"57179","20","2024-10-18 13:56:14.630000000","1",""
"57181","37","2025-09-23 19:03:03.727000000","1",""
"57183","23","2025-12-22 15:16:13.610000000","1",""
"57185","37","2025-12-29 16:57:01.770000000","1","<p>N/A</p>"
"57186","37","2025-12-29 16:58:24.833000000","1","<p>N/A</p>"
"57187","31","2025-12-23 11:50:14.587000000","1",""
"57188","27","2025-09-26 17:23:34.850000000","1",""
"57189","28","2024-09-25 21:22:08.237000000","1",""
"57190","11","2025-06-25 20:34:58.050000000","1",""
"57193","30","2025-12-26 14:13:39.847000000","1",""
"57194","33","2025-12-23 11:51:53.697000000","1",""
"57195","29","2025-10-15 21:14:42.990000000","1",""
"57204","43","2025-12-19 16:07:33.477000000","1",""
"57205","39","2026-01-23 14:08:24.243000000","1",""
"57206","30","2025-09-23 19:45:55.697000000","1",""
"57221","25","2024-12-23 11:59:46.493000000","1",""
"57224","64","2025-12-22 16:45:43.207000000","1",""
"57236","20","2025-09-19 15:48:11.073000000","1","<p>N/A</p>"
"57237","11","2023-11-16 19:14:49.563000000","1",""
"57268","21","2025-10-17 13:13:36.100000000","1","<p>N/A</p>"
"57282","18","2025-09-30 23:56:42.720000000","1",""
"57284","13","2025-05-30 21:01:43.850000000","1",""
"57305","14","2025-10-03 22:20:28.457000000","1",""
"57306","42","2025-10-30 13:39:58.873000000","1",""
"57307","37","2025-10-30 14:14:49.700000000","1",""
"57311","32","2025-09-18 20:29:31.810000000","1",""
"57326","40","2025-10-15 20:17:15.280000000","1",""
"57329","17","2025-09-22 13:15:45.463000000","1","<p>N/A</p>"
"57330","15","2023-11-22 18:28:58.890000000","1","<p>N/A</p>"
"57331","55","2026-01-13 15:48:58.750000000","1","<p>N/A</p>"
"57332","54","2026-01-13 15:49:55.730000000","1","<p>N/A</p>"
"57342","31","2025-10-13 15:21:40.280000000","1",""
"57356","14","2023-11-22 19:36:08.560000000","1","<p>N/A</p>"
"57361","46","2026-01-23 14:09:19.880000000","1",""
"57363","14","2023-11-22 15:21:55.530000000","1",""
"57372","17","2023-11-22 18:30:46.707000000","1","<p>N/A</p>"
"57384","47","2025-11-07 13:03:22.413000000","1","<p>N/A</p>"
"57385","43","2025-11-07 13:04:17.137000000","1","<p>N/A</p>"
"57386","21","2025-09-19 17:04:13.920000000","1",""
"57414","30","2025-09-26 13:59:16.007000000","1",""
"57419","16","2023-11-22 15:29:01.663000000","1",""
"57420","14","2023-11-22 15:29:28.113000000","1",""
"57423","16","2025-09-23 13:11:13.157000000","1",""
"57427","10","2024-09-18 18:25:56.337000000","1",""
"57428","9","2025-12-22 18:30:26.783000000","1",""
"57431","13","2025-12-22 18:22:00.580000000","1",""
"57432","12","2025-09-22 19:07:11.660000000","1","<p>N/A</p>"
"57433","13","2025-09-22 19:08:07.147000000","1","<p>N/A</p>"
"57434","35","2025-09-26 17:30:23.780000000","1",""
"57435","25","2026-01-08 12:40:01.317000000","1",""
"57441","8","2023-11-22 19:08:33.023000000","1",""
"57449","24","2025-09-26 17:31:40.203000000","1",""
"57450","14","2025-09-26 17:32:23.500000000","1",""
"57451","38","2024-01-19 13:06:50.460000000","1",""
"57452","45","2025-09-17 16:38:54.017000000","1",""
"57455","23","2025-09-17 20:31:55.553000000","1",""
"57473","33","2025-09-18 19:06:24.020000000","1",""
"57474","33","2025-09-17 17:39:36.397000000","1",""
"57476","22","2025-08-22 17:27:57.297000000","1",""
"57477","12","2024-10-22 12:33:25.097000000","1",""
"57478","40","2025-09-16 18:52:19.330000000","1",""
"57479","18","2026-01-22 18:00:56.983000000","1",""
"57480","31","2026-01-22 20:20:23.190000000","1",""
"57481","12","2024-10-22 12:54:40.870000000","1",""
"57482","23","2026-01-22 19:45:18.253000000","1",""
"57483","28","2025-09-18 17:17:14.337000000","1",""
"57484","21","2024-10-22 11:57:13.610000000","1",""
"57486","9","2023-11-22 17:29:47.960000000","1",""
"57487","9","2023-11-22 17:30:06.980000000","1",""
"57496","14","2024-05-10 11:50:10.630000000","1",""
"57497","15","2023-11-16 19:11:25.273000000","1",""
"57503","17","2022-03-24 15:26:39.833000000","1",""
"57512","19","2025-09-04 19:01:26.513000000","1",""
"57515","12","2023-11-22 19:43:56.517000000","1",""
"57516","11","2025-09-19 18:49:51.160000000","1",""
"57517","12","2025-09-19 18:51:28.690000000","1",""
"57520","43","2025-01-24 13:57:29.007000000","1",""
"57526","87","2026-01-13 15:25:29.930000000","1","<p>N/A</p>"
"57527","83","2026-01-13 15:27:46.157000000","1","<p>N/A</p>"
"57531","60","2025-11-26 13:36:20.033000000","1",""
"57540","15","2025-09-26 17:40:21.217000000","1",""
"57551","14","2025-12-23 13:54:28.660000000","1",""
"57552","19","2025-10-22 15:27:03.510000000","1",""
"57554","38","2025-10-22 14:53:10.687000000","1",""
"57558","11","2023-03-22 14:33:54.553000000","1",""
"57559","20","2025-09-17 15:54:45.497000000","1",""
"57560","10","2025-04-25 19:15:08.530000000","1",""
"57566","11","2024-06-18 13:24:59.347000000","1",""
"57567","14","2025-04-25 19:30:21.660000000","1",""
"57568","11","2023-04-21 17:50:40.320000000","1",""
"57571","9","2024-11-20 14:19:23.247000000","1",""
"57575","9","2025-06-18 17:36:04.553000000","1",""
"57576","11","2023-05-23 15:15:22.150000000","1",""
"57577","7","2023-08-23 16:56:04.920000000","1",""
"57581","7","2023-07-19 16:36:05.723000000","1",""
"57583","9","2025-10-22 17:06:40.380000000","1",""
"57587","9","2023-12-20 14:49:27.577000000","1",""
"57588","11","2025-10-22 17:47:44.650000000","1",""
"57589","16","2023-11-20 15:53:30.133000000","1",""
"57590","15","2026-01-22 18:52:01.203000000","1",""
"57591","21","2025-09-18 17:50:45","1",""
"57592","17","2025-01-21 15:38:16.863000000","1",""
"57593","17","2025-09-18 19:40:01.133000000","1",""
"57594","22","2025-12-23 20:45:46.843000000","1",""
"57595","19","2026-01-22 20:00:52.667000000","1",""
"57596","19","2026-01-22 19:54:44.293000000","1",""
"57597","22","2025-09-16 19:10:42.573000000","1",""
"57598","9","2024-04-16 14:29:45.697000000","1",""
"57599","14","2025-09-18 18:43:33.170000000","1",""
"57600","34","2025-09-26 14:00:03.547000000","1",""
"57604","16","2024-01-23 16:48:26.250000000","1",""
"57607","15","2023-11-22 15:27:23.677000000","1","<p>N/A</p>"
"57611","16","2025-09-09 16:37:28.897000000","1",""
"57612","8","2023-11-16 19:17:00.210000000","1",""
"57614","15","2025-09-09 16:38:35.733000000","1",""
"57615","6","2023-11-16 19:19:46.747000000","1",""
"57618","24","2025-01-24 13:58:15.303000000","1",""
"57619","7","2023-11-22 17:32:05.117000000","1","<p>N/A</p>"
"57620","7","2023-11-22 17:32:39.263000000","1","<p>N/A</p>"
"57621","17","2023-11-22 15:26:10.127000000","1","<p>N/A</p>"
"57622","16","2023-11-22 15:26:32.883000000","1","<p>N/A</p>"
"57630","11","2024-07-24 17:29:22.543000000","1",""
"57633","8","2025-01-24 17:53:14.560000000","1",""
"57636","24","2025-09-26 14:08:30.673000000","1",""
"57637","20","2025-09-26 17:41:18.193000000","1",""
"57638","7","2024-01-19 13:57:50.357000000","1",""
"57643","20","2025-09-04 19:00:34.213000000","1","<p>N/A</p>"
"57647","17","2023-07-07 12:25:58.227000000","1",""
"57649","9","2023-10-20 12:29:57.040000000","1",""
"57657","25","2024-10-18 14:01:03.007000000","1",""
"57661","17","2023-11-22 19:29:14.873000000","1","<p>N/A</p>"
"57663","13","2025-04-30 17:04:18.273000000","1",""
"57664","11","2023-11-22 16:49:54.357000000","1","<p>N/A</p>"
"57666","36","2026-01-23 14:12:40.187000000","1",""
"57668","44","2025-09-17 16:28:34.333000000","1",""
"57669","10","2025-09-26 14:09:19.697000000","1",""
"57677","14","2024-10-18 12:55:43.003000000","1",""
"57678","11","2025-09-26 14:05:19.197000000","1",""
"57680","9","2026-01-23 13:41:12.400000000","1",""
"57683","11","2025-09-17 17:27:30.170000000","1",""
"57685","15","2025-12-23 00:27:30.543000000","1",""
"57689","44","2025-10-10 16:31:56.130000000","1",""
"57692","11","2023-11-08 18:30:41.830000000","1",""
"57697","16","2025-09-04 19:02:55.790000000","1",""
"57701","30","2025-12-22 16:36:18.723000000","1","<p>N/A</p>"
"57706","14","2025-06-20 18:56:08.300000000","1",""
"57715","55","2025-12-05 14:36:30.743000000","1",""
"57718","20","2024-09-27 12:28:45.753000000","1",""
"57726","7","2023-10-13 11:44:21.257000000","1",""
"57733","10","2024-05-21 12:56:15.683000000","1",""
"57736","17","2024-09-20 19:59:51.387000000","1",""
"57751","23","2026-01-23 13:50:27.970000000","1",""
"57752","18","2022-02-11 14:12:32.793000000","1",""
"57753","12","2022-01-14 13:53:24.767000000","1",""
"57755","18","2024-03-27 14:37:53.190000000","1",""
"57759","35","2025-09-17 20:26:54.880000000","1",""
"57765","24","2026-01-23 13:53:41.203000000","1",""
"57767","12","2024-03-01 14:34:12.133000000","1",""
"57772","76","2026-01-22 15:07:22.400000000","1",""
"57773","17","2023-11-22 15:22:48.643000000","1","<p>N/A</p>"
"57774","15","2025-09-19 14:07:01.670000000","1","<p>N/A</p>"
"57778","48","2026-01-23 13:43:22.367000000","1",""
"57779","8","2025-01-24 17:40:08.223000000","1",""
"57780","27","2025-09-26 14:10:01.940000000","1",""
"57787","45","2024-09-13 13:22:19.437000000","1",""
"57788","41","2025-12-12 20:04:16.770000000","1",""
"57791","12","2023-12-20 01:09:56.863000000","1",""
"57804","41","2025-09-26 14:07:53.373000000","1",""
"57813","8","2022-01-18 13:52:52.243000000","1",""
"57826","33","2024-12-19 12:38:02.397000000","1",""
"57831","28","2025-03-28 13:01:32.277000000","1",""
"57837","28","2026-01-13 14:20:52.217000000","1",""
"57839","14","2025-04-04 13:39:26.597000000","1",""
"57842","10","2024-03-28 12:06:22.327000000","1",""
"57843","10","2024-03-28 12:07:45.127000000","1","<p>N/A</p>"
"57848","19","2025-03-19 12:10:41.363000000","1",""
"57851","8","2023-09-19 14:19:23.907000000","1",""
"57858","29","2025-04-23 19:02:36.660000000","1",""
"57863","37","2025-07-17 23:01:37.950000000","1",""
"57867","33","2025-06-30 13:11:57.763000000","1",""
"57868","4","2021-12-13 14:12:17.467000000","1",""
"57870","26","2025-04-09 11:07:14.740000000","1",""
"57872","10","2022-02-11 14:13:27.803000000","1",""
"57873","27","2025-11-14 13:11:31.460000000","1",""
"57878","23","2026-01-22 15:15:57.020000000","1",""
"57880","13","2025-12-11 13:59:03.533000000","1",""
"57884","10","2025-04-04 13:40:37.410000000","1",""
"57891","36","2026-01-23 14:44:53.883000000","1",""
"57892","36","2026-01-23 14:45:41.130000000","1","<p>N/A</p>"
"57901","24","2025-03-28 12:34:28.407000000","1","<p>N/A</p>"
"57905","26","2025-03-28 12:35:06.697000000","1","<p>N/A</p>"
"57910","14","2023-11-15 12:29:13.900000000","1",""
"57913","11","2025-09-16 17:35:55.180000000","1",""
"57915","10","2025-05-13 19:15:55.593000000","1",""
"57917","29","2025-05-09 16:10:20.647000000","1",""
"57926","22","2025-12-26 14:18:42.427000000","1",""
"57936","33","2025-07-23 19:23:15.057000000","1",""
"57944","21","2025-12-24 20:15:20.047000000","1","<p>N/A</p>"
"57948","28","2025-12-29 18:08:39.827000000","1",""
"57954","73","2025-11-10 19:27:29.633000000","1",""
"57970","12","2023-11-22 16:38:16.193000000","1","<p>N/A</p>"
"57972","10","2023-11-22 16:38:48.103000000","1","<p>N/A</p>"
"57983","6","2023-12-20 16:25:11.837000000","1",""
